Anyo,Fecha,Plataforma,Region,Departamento,Municipio,Transportadora,Categoria,Productos,Cantidad,Descuento,Venta,Profit
Dieciocho,26/08/2018,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Envia+4,Industrial,Impresoras,3,0,299940,104979
Dieciocho,27/08/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Equipo para Comercio,Impresora Tirillas,2,0,17120,4964.8
Dieciocho,27/08/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Industrial,Drones,3,0.2,426960,32022
Dieciocho,27/08/2018,MercadoLibre,Orinoquia,Meta,Cabuyaro,Servientrega-2,Equipo para Comercio,Estanteria,1,0.8,1752,-1401.6
Dieciocho,27/08/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Industrial,Drones,5,0,1159900,336371
Dieciocho,27/08/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Electrodomesticos,Repuestos,4,0,58240,25043.2
Dieciocho,27/08/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Electrodomesticos,Lavadoras,3,0,2405880,601470
Dieciocho,27/08/2018,MercadoLibre,Andina,Boyaca,Tunja,Servientrega+3,Equipo para Comercio,Papel Termico,2,0,26720,12825.6
Dieciocho,29/08/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Papel Termico,2,0,219840,107721.6
Dieciocho,29/08/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Papel Termico,2,0,26720,12825.6
Dieciocho,29/08/2018,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Servientrega+3,Equipo para Comercio,Basculas,2,0.2,59616,21610.8
Dieciocho,29/08/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Estanteria,2,0.8,11584,-9556.8
Dieciocho,29/08/2018,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Servientrega+3,Electrodomesticos,Lavadoras,3,0.45,348117,-22152.9
Dieciocho,30/08/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Estanteria,8,0.2,182784,59404.8
Dieciocho,30/08/2018,MercadoLibre,Orinoquia,Casanare,Aguazul,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,191880,19188
Dieciocho,1/09/2018,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,18688,2336
Dieciocho,1/09/2018,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Industrial,Impresoras,3,0.2,62400,19500
Dieciocho,5/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Impresoras,4,0,135600,8136
Dieciocho,5/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Impresoras,3,0,335940,80625.6
Dieciocho,5/09/2018,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega-2,Equipo para Comercio,Etiquetado Mercancia,3,0,166500,29970
Dieciocho,5/09/2018,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega-2,Equipo para Comercio,Extractores de Polvo,3,0,18900,9072
Dieciocho,5/09/2018,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega-2,Equipo para Comercio,Extractores de Polvo,5,0,41300,18998
Dieciocho,5/09/2018,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega-2,Equipo para Comercio,Papel Termico,7,0,90720,43545.6
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Electrodomesticos,Repuestos,7,0,97720,28338.8
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Impresora Tirillas,4,0,14560,3931.2
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,6,0.2,1814304,181430.4
Dieciocho,6/09/2018,MercadoLibre,Orinoquia,Meta,Barranca de Upia,Servientrega-2,Equipo para Comercio,Estanteria,1,0.8,1112,-945.2
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Maquinas de Cobro ,5,0,229800,68940
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Electrodomesticos,Lavadoras,9,0.2,3412368,170618.4
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,4,0.2,1822848,136713.6
Dieciocho,6/09/2018,MercadoLibre,Orinoquia,Meta,El Dorado,Servientrega+3,Industrial,Drones,1,0.2,15984,1198.8
Dieciocho,6/09/2018,MercadoLibre,Orinoquia,Meta,El Dorado,Servientrega+3,Industrial,Impresoras,2,0.2,127968,20794.8
Dieciocho,6/09/2018,MercadoLibre,Orinoquia,Meta,El Dorado,Servientrega+3,Equipo para Comercio,Impresora Tirillas,2,0.2,140736,12314.4
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Muebles,2,0,14720,294.4
Dieciocho,6/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0,46200,21252
Dieciocho,6/09/2018,MercadoLibre,Andina,Tolima,Rovira,Servientrega+3,Electrodomesticos,Lavadoras,7,0,2882600,490042
Dieciocho,6/09/2018,MercadoLibre,Caribe,Magdalena,Aracataca,Servientrega+3,Equipo para Comercio,Impresora Tirillas,7,0,36120,9391.2
Dieciocho,6/09/2018,MercadoLibre,Caribe,Magdalena,Aracataca,Servientrega+3,Equipo para Comercio,Papel Termico,3,0,158280,72808.8
Dieciocho,6/09/2018,MercadoLibre,Caribe,Magdalena,Aracataca,Servientrega+3,Electrodomesticos,Repuestos,2,0,74800,28424
Dieciocho,7/09/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Papel Termico,2,0.2,20736,7257.6
Dieciocho,7/09/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,28704,8970
Dieciocho,7/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Extractores de Polvo,1,0,5760,2822.4
Dieciocho,7/09/2018,MercadoLibre,Caribe,Magdalena,Santa Marta,Envia+4,Equipo para Comercio,Estanteria,3,0.2,151584,51159.6
Dieciocho,7/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Etiquetado Mercancia,4,0,47840,8132.8
Dieciocho,7/09/2018,MercadoLibre,Orinoquia,Meta,Barranca de Upia,Servientrega+3,Equipo para Comercio,Estanteria,4,0.8,487984,-85397.2
Dieciocho,7/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Electrodomesticos,Aire Acondicionado,1,0.15,239666,14098
Dieciocho,7/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0,11120,4448
Dieciocho,7/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Papel Termico,5,0,64800,31104
Dieciocho,8/09/2018,MercadoLibre,Caribe,Bolivar,El Guamo,Envia+4,Industrial,Drones,2,0.2,356768,44596
Dieciocho,8/09/2018,MercadoLibre,Caribe,Bolivar,El Guamo,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,31104,10886.4
Dieciocho,8/09/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Equipo para Comercio,Extractores de Polvo,8,0,41760,19209.6
Dieciocho,8/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Drones,4,0.2,2182336,136396
Dieciocho,8/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Drones,2,0.2,438336,-43833.6
Dieciocho,8/09/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Envia-3,Equipo para Comercio,Estanteria,5,0.7,23520,-7840
Dieciocho,8/09/2018,MercadoLibre,Andina,Antioquia,Sabanalarga,Envia+4,Equipo para Comercio,Papel Termico,1,0,11960,5382
Dieciocho,8/09/2018,MercadoLibre,Orinoquia,Arauca,Arauca,Envia+4,Equipo para Comercio,Luces,3,0.2,8928,-948.6
Dieciocho,8/09/2018,MercadoLibre,Caribe,Cordoba,Buenavista,Envia+4,Equipo para Comercio,Estanteria,3,0,97620,47833.8
Dieciocho,9/09/2018,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Equipo para Comercio,Extractores de Polvo,7,0,207200,103600
Dieciocho,9/09/2018,MercadoLibre,Andina,Huila,Garzon,Servientrega+3,Equipo para Comercio,Papel Termico,3,0,332880,159782.4
Dieciocho,9/09/2018,MercadoLibre,Andina,Huila,Garzon,Servientrega+3,Electrodomesticos,Neveras,6,0,1571760,424375.2
Dieciocho,9/09/2018,MercadoLibre,Andina,Huila,Garzon,Servientrega+3,Equipo para Comercio,Papel Termico,2,0,52400,25676
Dieciocho,9/09/2018,MercadoLibre,Andina,Huila,Garzon,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,5,0,2651700,477306
Dieciocho,9/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Equipo para Comercio,Papel Termico,3,0.2,31104,10886.4
Dieciocho,9/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Impresoras,6,0.2,129408,-4852.8
Dieciocho,9/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Electrodomesticos,Repuestos,3,0.2,34944,10046.4
Dieciocho,9/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Drones,1,0.4,271032,-31620.4
Dieciocho,9/09/2018,MercadoLibre,Andina,Norte de Santander,San Cayetano,Envia+4,Industrial,Corte laser,2,0.5,2599980,-114399.12
Dieciocho,9/09/2018,MercadoLibre,Andina,Boyaca,Aquitania,Envia-3,Electrodomesticos,Repuestos,6,0.2,121344,25785.6
Dieciocho,9/09/2018,MercadoLibre,Andina,Boyaca,Aquitania,Envia-3,Equipo para Comercio,Impresora Tirillas,9,0.2,61632,5392.8
Dieciocho,9/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Equipo para Comercio,Papel Termico,3,0.2,21792,6810
Dieciocho,10/09/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Equipo para Comercio,Papel Termico,2,0.2,177536,62137.6
Dieciocho,10/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0,289200,83868
Dieciocho,10/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Drones,1,0.2,31984,-2998.5
Dieciocho,11/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,3,0,681840,6818.4
Dieciocho,11/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Electrodomesticos,Aire Acondicionado,2,0.15,445332,20956.8
Dieciocho,11/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Industrial,Drones,4,0.2,1407936,175992
Dieciocho,11/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,6,0,185040,49960.8
Dieciocho,11/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Equipo para Comercio,Papel Termico,7,0,125300,57638
Dieciocho,11/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Equipo para Comercio,Papel Termico,5,0,189700,91056
Dieciocho,11/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Repuestos,9,0,113040,42955.2
Dieciocho,12/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Papel Termico,6,0,69360,33986.4
Dieciocho,12/09/2018,MercadoLibre,Orinoquia,Arauca,Saravena,Envia+4,Equipo para Comercio,Etiquetado Mercancia,6,0.2,201408,-1258.8
Dieciocho,12/09/2018,MercadoLibre,Orinoquia,Meta,El Castillo,Envia-3,Equipo para Comercio,Papel Termico,2,0.2,21376,7481.6
Dieciocho,12/09/2018,MercadoLibre,Orinoquia,Meta,El Castillo,Envia-3,Equipo para Comercio,Etiquetado Mercancia,3,0.2,474192,41491.8
Dieciocho,12/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Papel Termico,2,0.2,16896,5913.6
Dieciocho,12/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Maquinas de Cobro ,2,0.8,40776,-10601.76
Dieciocho,12/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Equipo para Comercio,Basculas,3,0.2,61344,19170
Dieciocho,12/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Proyectores,4,0.4,2159952,251994.4
Dieciocho,13/09/2018,MercadoLibre,Orinoquia,Meta,Cabuyaro,Servientrega+3,Equipo para Comercio,Estanteria,1,0.8,2952,-2287.8
Dieciocho,13/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Equipo para Comercio,Papel Termico,3,0.2,31104,10886.4
Dieciocho,13/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Industrial,Impresoras,5,0.2,504000,107100
Dieciocho,13/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0,10920,2948.4
Dieciocho,13/09/2018,MercadoLibre,Orinoquia,Arauca,Arauca,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0.2,158800,11910
Dieciocho,13/09/2018,MercadoLibre,Orinoquia,Meta,Cabuyaro,Envia+4,Electrodomesticos,Neveras,6,0.3,680232,-9717.6
Dieciocho,13/09/2018,MercadoLibre,Andina,Cundinamarca,Zipaquira,Envia+4,Equipo para Comercio,Estanteria,7,0,75320,36906.8
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Equipo para Comercio,Luces,5,0,11400,5358
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Electrodomesticos,Repuestos,3,0,28380,11068.2
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Equipo para Comercio,Muebles,2,0,14600,4380
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Industrial,Impresoras,2,0,399960,151984.8
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Industrial,Impresoras,4,0,289920,121766.4
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Industrial,Impresoras,2,0,236000,40120
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Equipo para Comercio,Papel Termico,1,0,97880,48940
Dieciocho,13/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Equipo para Comercio,Maquinas de Cobro ,2,0,45320,19487.6
Dieciocho,14/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Maquinas de Cobro ,2,0.8,104896,-26224
Dieciocho,14/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Extractores de Polvo,4,0.2,40320,13104
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0,898300,17966
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Basculas,3,0,22140,10184.4
Dieciocho,14/09/2018,MercadoLibre,Caribe,Bolivar,Arjona,Servientrega+3,Equipo para Comercio,Maquinas de Cobro ,5,0.2,26000,2600
Dieciocho,14/09/2018,MercadoLibre,Caribe,Bolivar,Arjona,Servientrega+3,Electrodomesticos,Repuestos,3,0.2,26256,7548.6
Dieciocho,14/09/2018,MercadoLibre,Caribe,Cesar,Agustin Codazzi,Envia+4,Electrodomesticos,Repuestos,5,0,284800,105376
Dieciocho,14/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Equipo para Comercio,Estanteria,1,0.2,23488,7633.6
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Electrodomesticos,Lavadoras,9,0.4,928584,-21666.96
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Equipo para Comercio,Basculas,7,0,136920,62983.2
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Industrial,Corte laser,4,0,5599920,2743960.8
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Equipo para Comercio,Maquinas de Cobro ,2,0,1202600,396858
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Industrial,Drones,1,0,33980,8834.8
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Industrial,Drones,3,0,575940,161263.2
Dieciocho,14/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Equipo para Comercio,Papel Termico,9,0,89640,42130.8
Dieciocho,14/09/2018,MercadoLibre,Orinoquia,Meta,San Juan de Arama,Servientrega+3,Equipo para Comercio,Luces,4,0.2,12096,-1360.8
Dieciocho,14/09/2018,MercadoLibre,Orinoquia,Meta,San Juan de Arama,Servientrega+3,Equipo para Comercio,Papel Termico,2,0.2,13696,4280
Dieciocho,14/09/2018,MercadoLibre,Orinoquia,Meta,San Juan de Arama,Servientrega+3,Electrodomesticos,Repuestos,5,0.6,19920,-6723
Dieciocho,14/09/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia-3,Equipo para Comercio,Estanteria,4,0.2,179392,67272
Dieciocho,15/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Electrodomesticos,Repuestos,4,0.2,207872,33779.2
Dieciocho,15/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,3,0,29880,14043.6
Dieciocho,15/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Repuestos,2,0,29120,12521.6
Dieciocho,16/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Estanteria,5,0.2,59600,18625
Dieciocho,17/09/2018,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Equipo para Comercio,Estanteria,2,0.7,5892,-2062.2
Dieciocho,17/09/2018,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia+4,Industrial,Impresoras,2,0.2,95968,26391.2
Dieciocho,17/09/2018,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia+4,Equipo para Comercio,Papel Termico,1,0.2,9248,3352.4
Dieciocho,17/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0,60560,2422.4
Dieciocho,17/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,115860,32440.8
Dieciocho,17/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Electrodomesticos,Repuestos,2,0,70680,26858.4
Dieciocho,17/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Equipo para Comercio,Estanteria,3,0.2,25632,8330.4
Dieciocho,17/09/2018,MercadoLibre,Andina,Antioquia,Puerto Nare,Envia+4,Equipo para Comercio,Basculas,3,0,365880,171963.6
Dieciocho,17/09/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,10496,918.4
Dieciocho,17/09/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0.2,76512,9564
Dieciocho,17/09/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Papel Termico,5,0.2,80480,26156
Dieciocho,17/09/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Industrial,Corte laser,5,0.7,59850,-21945
Dieciocho,17/09/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Equipo para Comercio,Papel Termico,6,0.2,297408,92940
Dieciocho,17/09/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Industrial,Impresoras,10,0.2,111840,33552
Dieciocho,19/09/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega+3,Industrial,Corte laser,3,0.4,6119964,-101999.4
Dieciocho,19/09/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega+3,Industrial,Corte laser,7,0.4,5039916,-50399.16
Dieciocho,19/09/2018,MercadoLibre,Andina,Antioquia,Copacabana,Envia+4,Equipo para Comercio,Luces,2,0,14320,7160
Dieciocho,19/09/2018,MercadoLibre,Andina,Norte de Santander,Cucuta,Envia+4,Equipo para Comercio,Etiquetado Mercancia,6,0.2,134688,15152.4
Dieciocho,19/09/2018,MercadoLibre,Andina,Norte de Santander,Cucuta,Envia+4,Industrial,Corte laser,3,0.5,5249970,-188998.92
Dieciocho,19/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Electrodomesticos,Neveras,7,0.1,1774206,354841.2
Dieciocho,19/09/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Etiquetado Mercancia,6,0,185040,49960.8
Dieciocho,19/09/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Equipo para Comercio,Luces,3,0,11340,226.8
Dieciocho,19/09/2018,MercadoLibre,Orinoquia,Arauca,Fortul,Envia+4,Electrodomesticos,Lavadoras,1,0.5,147830,-45827.3
Dieciocho,20/09/2018,MercadoLibre,Caribe,Atlantico,Sabanagrande,Envia+4,Electrodomesticos,Lavadoras,6,0.5,1235400,-81536.4
Dieciocho,20/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Extractores de Polvo,2,0,19920,9163.2
Dieciocho,20/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Papel Termico,4,0,43440,21285.6
Dieciocho,20/09/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,5632,1971.2
Dieciocho,20/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Maquinas de Cobro ,4,0,87840,23716.8
Dieciocho,20/09/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Equipo para Comercio,Estanteria,4,0.2,28032,9811.2
Dieciocho,20/09/2018,MercadoLibre,Andina,Cundinamarca,Zipaquira,Envia+4,Electrodomesticos,Repuestos,3,0,328440,101816.4
Dieciocho,20/09/2018,MercadoLibre,Andina,Cundinamarca,Zipaquira,Envia+4,Electrodomesticos,Aire Acondicionado,3,0,725880,72588
Dieciocho,20/09/2018,MercadoLibre,Andina,Cundinamarca,Zipaquira,Envia+4,Industrial,Impresoras,2,0,119960,52782.4
Dieciocho,20/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Electrodomesticos,Aire Acondicionado,5,0.3,986860,-14098
Dieciocho,20/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Industrial,Drones,2,0.2,22240,6950
Dieciocho,20/09/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Equipo para Comercio,Papel Termico,2,0,17120,7704
Dieciocho,20/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Industrial,Drones,5,0,1259900,314975
Dieciocho,20/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Electrodomesticos,Neveras,2,0.1,1263564,280792
Dieciocho,20/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Electrodomesticos,Aire Acondicionado,2,0.2,1603136,-10019.6
Dieciocho,20/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Equipo para Comercio,Extractores de Polvo,6,0,150360,70669.2
Dieciocho,20/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Equipo para Comercio,Maquinas de Cobro ,1,0,61960,16109.6
Dieciocho,20/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Industrial,Drones,9,0,2699820,1322911.8
Dieciocho,21/09/2018,MercadoLibre,Pacifica,Valle del Cauca,El Cerrito,Servientrega+3,Industrial,Drones,2,0.2,492768,55436.4
Dieciocho,21/09/2018,MercadoLibre,Pacifica,Valle del Cauca,El Cerrito,Servientrega+3,Industrial,Proyectores,3,0,3599940,1403976.6
Dieciocho,21/09/2018,MercadoLibre,Caribe,La Guajira,Riohacha,Envia-3,Equipo para Comercio,Maquinas de Cobro ,2,0,51920,15056.8
Dieciocho,21/09/2018,MercadoLibre,Caribe,La Guajira,Riohacha,Envia-3,Equipo para Comercio,Maquinas de Cobro ,3,0,72540,21762
Dieciocho,21/09/2018,MercadoLibre,Caribe,La Guajira,Riohacha,Envia-3,Equipo para Comercio,Papel Termico,1,0,12960,6220.8
Dieciocho,21/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Basculas,2,0,31120,14626.4
Dieciocho,21/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Basculas,5,0,156700,73649
Dieciocho,21/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0,119040,30950.4
Dieciocho,21/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Papel Termico,9,0,77040,34668
Dieciocho,21/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Drones,2,0.2,479968,47996.8
Dieciocho,21/09/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Papel Termico,3,0,38700,18963
Dieciocho,21/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Equipo para Comercio,Papel Termico,3,0.2,22704,8230.2
Dieciocho,21/09/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Equipo para Comercio,Extractores de Polvo,9,0.2,41616,14045.4
Dieciocho,21/09/2018,MercadoLibre,Orinoquia,Meta,La Uribe,Envia-3,Electrodomesticos,Repuestos,2,0.6,17088,-7476
Dieciocho,21/09/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Estanteria,5,0.8,81960,-13113.6
Dieciocho,21/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0,132060,34335.6
Dieciocho,22/09/2018,MercadoLibre,Caribe,Bolivar,Zambrano,Servientrega+3,Equipo para Comercio,Extractores de Polvo,2,0.2,9216,3340.8
Dieciocho,22/09/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0.2,663072,-16576.8
Dieciocho,22/09/2018,MercadoLibre,Andina,Antioquia,Envigado,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0,338900,84725
Dieciocho,22/09/2018,MercadoLibre,Andina,Antioquia,Envigado,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0,81360,813.6
Dieciocho,22/09/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Repuestos,3,0,194880,70156.8
