Year,Date,Platform,Region,Department,Municipality,Transport,Category,Products,Quantity,Discount,Sale,Profit
Eighteen,28/12/2018,MercadoLibre,Andina,Antioquia,Caucasia,Envia+4,Trade Equipment,Merchandise Labeling,9,0,1997640,59929.2
Eighteen,28/12/2018,MercadoLibre,Andina,Antioquia,Caucasia,Envia+4,Trade Equipment,Furnitures,5,0,102300,26598
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Home appliances,Spare Parts,5,0,49800,16434
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Thermal paper,4,0,42240,19008
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Laser Cut,6,0.2,1535904,575964
Eighteen,29/12/2018,MercadoLibre,Andina,Boyaca,Chiquinquira,Envia+4,Trade Equipment,Shelving,1,0.7,26046,-10418.4
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Drones,3,0.2,383952,38395.2
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Dust Extractors,9,0,549540,252788.4
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Home appliances,Spare Parts,6,0,141120,47980.8
Eighteen,29/12/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Home appliances,Spare Parts,3,0.6,77952,-10133.76
Eighteen,29/12/2018,MercadoLibre,Caribe,Atlantico,Santo Tomas,Envia+4,Home appliances,Spare Parts,3,0.6,17472,-4804.8
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Nechi,Envia+4,Trade Equipment,Dust Extractors,6,0,177600,88800
Eighteen,29/12/2018,MercadoLibre,Andina,Antioquia,Nechi,Envia+4,Industrial,Drones,4,0.2,639936,71992.8
Eighteen,29/12/2018,MercadoLibre,Andina,Boyaca,Chiquinquira,Servientrega+3,Trade Equipment,Payment Machines,5,0.2,96720,12090
Eighteen,30/12/2018,MercadoLibre,Pacifica,Cauca,Santa Rosa,Envia+4,Trade Equipment,Strip Printer,3,0,19680,5707.2
Eighteen,30/12/2018,MercadoLibre,Orinoquia,Meta,Guamal,Servientrega+3,Trade Equipment,Weigh Scales,3,0.2,25968,9413.4
Eighteen,30/12/2018,MercadoLibre,Orinoquia,Meta,Guamal,Servientrega+3,Industrial,Drones,2,0.2,435168,38077.2
Eighteen,30/12/2018,MercadoLibre,Orinoquia,Meta,Guamal,Servientrega+3,Industrial,Drones,3,0.2,657552,57535.8
Eighteen,30/12/2018,MercadoLibre,Andina,Tolima,Ibague,Envia-3,Trade Equipment,Shelving,1,0,20880,9604.8
Eighteen,30/12/2018,MercadoLibre,Orinoquia,Meta,Guamal,Servientrega+3,Industrial,Printers,2,0.2,95968,28790.4
Eighteen,30/12/2018,MercadoLibre,Orinoquia,Meta,El Dorado,Envia+4,Trade Equipment,Shelving,5,0.8,23960,-19168
Eighteen,30/12/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Printers,2,0.2,55936,13984
Eighteen,30/12/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Drones,6,0.4,503928,-10078.56
Eighteen,30/12/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Home appliances,Washing machines,3,0.4,1047528,-38409.36
Eighteen,30/12/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Payment Machines,3,0,245880,61470
Eighteen,30/12/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Shelving,3,0.2,159744,59904
Eighteen,30/12/2018,MercadoLibre,Caribe,Sucre,Sincelejo,Envia-3,Trade Equipment,Merchandise Labeling,1,0.2,78256,-8803.8
Eighteen,31/12/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Air-conditioning,7,0.2,3146976,393372
Eighteen,31/12/2018,MercadoLibre,Andina,Huila,San Agustin,Envia-3,Home appliances,Spare Parts,5,0,126400,46768
Eighteen,31/12/2018,MercadoLibre,Andina,Huila,San Agustin,Envia-3,Industrial,Printers,3,0,227940,54705.6
Eighteen,31/12/2018,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Trade Equipment,Weigh Scales,2,0.2,99136,35936.8
Eighteen,31/12/2018,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Trade Equipment,Thermal paper,4,0,391280,183901.6
Eighteen,31/12/2018,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Trade Equipment,Thermal paper,3,0,29880,14043.6
Eighteen,31/12/2018,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Industrial,Printers,4,0,3375600,1485264
Eighteen,31/12/2018,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Home appliances,Air-conditioning,2,0,683920,157301.6
Eighteen,31/12/2018,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Home appliances,Refrigerators,6,0,1211760,302940
Eighteen,31/12/2018,MercadoLibre,Caribe,Magdalena,Santa Marta,Servientrega-2,Industrial,Drones,7,0.2,951888,118986
Eighteen,31/12/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Industrial,Printers,3,0,69540,22948.2
Eighteen,31/12/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Dust Extractors,3,0,37800,17388
Nineteen,3/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,4,0.2,22528,7603.2
Nineteen,3/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Drones,2,0.2,31968,2397.6
Nineteen,3/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Home appliances,Refrigerators,3,0.2,369504,-20784.6
Nineteen,3/01/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Payment Machines,2,0.2,7104,888
Nineteen,3/01/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Strip Printer,2,0.2,110656,12448.8
Nineteen,3/01/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Home appliances,Air-conditioning,6,0.32,2455996.8,-36117.6
Nineteen,3/01/2019,MercadoLibre,Orinoquia,Meta,San Juanito,Envia-3,Industrial,Drones,4,0.2,191680,69484
Nineteen,5/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,3,0.2,177504,22188
Nineteen,5/01/2019,MercadoLibre,Caribe,Bolivar,Arjona,Envia+4,Home appliances,Spare Parts,3,0.2,127104,28598.4
Nineteen,5/01/2019,MercadoLibre,Caribe,Bolivar,Arjona,Envia+4,Trade Equipment,Furnitures,3,0.2,82752,9309.6
Nineteen,5/01/2019,MercadoLibre,Caribe,Bolivar,Arjona,Envia+4,Trade Equipment,Strip Printer,6,0.2,345408,21588
Nineteen,5/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,6,0.2,61152,20638.8
Nineteen,5/01/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Merchandise Labeling,3,0,74640,20899.2
Nineteen,5/01/2019,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Furnitures,2,0,70120,21036
Nineteen,6/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Trade Equipment,Shelving,3,0.2,25824,9361.2
Nineteen,6/01/2019,MercadoLibre,Orinoquia,Meta,Granada,Envia+4,Trade Equipment,Thermal paper,10,0.2,84480,26400
Nineteen,6/01/2019,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Industrial,Drones,2,0,599960,167988.8
Nineteen,6/01/2019,MercadoLibre,Andina,Antioquia,Caucasia,Envia+4,Trade Equipment,Shelving,5,0.2,342400,128400
Nineteen,6/01/2019,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Industrial,Drones,2,0,83800,23464
Nineteen,6/01/2019,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Trade Equipment,Dust Extractors,7,0,57820,26597.2
Nineteen,6/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,2,0,23520,11524.8
Nineteen,8/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Strip Printer,4,0,13440,6720
Nineteen,8/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Washing machines,6,0.2,2009952,-35174.16
Nineteen,9/01/2019,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Shelving,5,0.8,3600,-2880
Nineteen,9/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Projectors,2,0.2,1919968,671988.8
Nineteen,9/01/2019,MercadoLibre,Andina,Boyaca,Nobsa,Servientrega+3,Trade Equipment,Shelving,1,0.7,3648,-1398.4
Nineteen,9/01/2019,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Envia+4,Trade Equipment,Shelving,1,0.7,17118,-6561.9
Nineteen,9/01/2019,MercadoLibre,Andina,Huila,San Agustin,Envia+4,Home appliances,Refrigerators,1,0,121480,30370
Nineteen,9/01/2019,MercadoLibre,Andina,Huila,San Agustin,Envia+4,Home appliances,Spare Parts,2,0,248720,54718.4
Nineteen,9/01/2019,MercadoLibre,Andina,Huila,San Agustin,Envia+4,Trade Equipment,Merchandise Labeling,6,0,2177520,631480.8
Nineteen,10/01/2019,MercadoLibre,Amazonia,Caqueta,Florencia,Envia+4,Trade Equipment,Merchandise Labeling,4,0.2,278848,34856
Nineteen,10/01/2019,MercadoLibre,Andina,Huila,Pitalito,Servientrega+3,Industrial,Drones,2,0,623960,187188
Nineteen,10/01/2019,MercadoLibre,Pacifica,Cauca,Timbio,Envia+4,Trade Equipment,Shelving,5,0,59400,26730
Nineteen,10/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Shelving,5,0.2,310240,100828
Nineteen,10/01/2019,MercadoLibre,Caribe,Atlantico,Soledad,Envia+4,Industrial,Printers,4,0.2,217536,5438.4
Nineteen,10/01/2019,MercadoLibre,Andina,Quindio,Armenia,Envia-3,Industrial,Drones,2,0.2,1145600,100240
Nineteen,11/01/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Industrial,Printers,2,0.2,70720,-3094
Nineteen,11/01/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Trade Equipment,Lights,2,0.2,6336,-712.8
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,1,0,9900,2673
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,4,0,27040,12438.4
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,5,0,519400,212954
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,1,0,85900,2577
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Printers,7,0,2799860,1203939.8
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,4,0,1007920,251980
Nineteen,11/01/2019,MercadoLibre,Andina,Quindio,Calarca,Envia-3,Trade Equipment,Strip Printer,1,0.2,15760,3546
Nineteen,11/01/2019,MercadoLibre,Andina,Caldas,Pensilvania,Envia+4,Home appliances,Washing machines,2,0,603920,90588
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Refrigerators,4,0.1,655128,43675.2
Nineteen,11/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,2,0.1,410328,27355.2
Nineteen,12/01/2019,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Shelving,2,0.8,9200,-8050
Nineteen,12/01/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega-2,Home appliances,Spare Parts,4,0.6,13376,-4012.8
Nineteen,12/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Strip Printer,5,0,27800,11120
Nineteen,12/01/2019,MercadoLibre,Andina,Tolima,Coello,Envia+4,Trade Equipment,Merchandise Labeling,4,0,123360,33307.2
Nineteen,12/01/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,3,0.2,25632,8650.8
Nineteen,12/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Home appliances,Refrigerators,5,0.2,4007840,250490
Nineteen,12/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Trade Equipment,Thermal paper,5,0,64800,31104
Nineteen,12/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Home appliances,Washing machines,9,0,3826800,803628
Nineteen,12/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Trade Equipment,Merchandise Labeling,3,0,293460,5869.2
Nineteen,12/01/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Trade Equipment,Thermal paper,5,0,228400,105064
Nineteen,12/01/2019,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Home appliances,Refrigerators,9,0.2,5353344,535334.4
Nineteen,12/01/2019,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Trade Equipment,Thermal paper,3,0,38880,18662.4
Nineteen,12/01/2019,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Trade Equipment,Strip Printer,2,0,7280,2038.4
Nineteen,12/01/2019,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Trade Equipment,Thermal paper,2,0,37080,17427.6
Nineteen,13/01/2019,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Shelving,6,0.8,35808,-31332
Nineteen,13/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Spare Parts,4,0,155200,76048
Nineteen,13/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Spare Parts,9,0,929700,185940
Nineteen,13/01/2019,MercadoLibre,Caribe,Cesar,Aguachica,Servientrega+3,Trade Equipment,Dust Extractors,2,0,19640,9623.6
Nineteen,17/01/2019,MercadoLibre,Caribe,Atlantico,Polonuevo,Envia+4,Home appliances,Spare Parts,7,0.6,509488,-62412.28
Nineteen,17/01/2019,MercadoLibre,Andina,Huila,Neiva,Envia+4,Trade Equipment,Strip Printer,2,0,13360,4008
Nineteen,17/01/2019,MercadoLibre,Caribe,Sucre,Ovejas,Envia+4,Trade Equipment,Furnitures,8,0.2,177920,20016
Nineteen,19/01/2019,MercadoLibre,Orinoquia,Meta,Vista Hermosa,Envia+4,Home appliances,Washing machines,1,0.3,204876,-13170.6
Nineteen,19/01/2019,MercadoLibre,Orinoquia,Meta,Vista Hermosa,Envia+4,Home appliances,Refrigerators,4,0.3,398608,-8541.6
Nineteen,24/01/2019,MercadoLibre,Caribe,Bolivar,San Pablo,Envia+4,Trade Equipment,Strip Printer,5,0.2,26240,4264
Nineteen,26/01/2019,MercadoLibre,Andina,Antioquia,Concordia,Envia+4,Trade Equipment,Thermal paper,8,0,365440,168102.4
Nineteen,27/01/2019,MercadoLibre,Andina,Boyaca,Duitama,Servientrega+3,Home appliances,Refrigerators,2,0.3,363972,-10919.16
Nineteen,27/01/2019,MercadoLibre,Andina,Boyaca,Duitama,Servientrega+3,Industrial,Drones,4,0.4,863952,-20158.88
Nineteen,27/01/2019,MercadoLibre,Andina,Boyaca,Duitama,Servientrega+3,Industrial,Drones,1,0.4,310740,-36253
Nineteen,27/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Home appliances,Refrigerators,5,0.2,5607840,0
Nineteen,28/01/2019,MercadoLibre,Andina,Norte de Santander,Teorama,Servientrega+3,Home appliances,Washing machines,13,0.4,8595288,-372462.48
Nineteen,30/01/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Thermal paper,6,0.2,28608,10012.8
Nineteen,30/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Spare Parts,7,0,454720,163699.2
Nineteen,30/01/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Laser Cut,3,0.2,3839952,431994.6
Nineteen,1/02/2019,MercadoLibre,Andina,Boyaca,Raquira,Envia+4,Trade Equipment,Dust Extractors,2,0.2,47360,17760
Nineteen,1/02/2019,MercadoLibre,Andina,Boyaca,Raquira,Envia+4,Home appliances,Air-conditioning,5,0.5,904900,-48864.6
Nineteen,1/02/2019,MercadoLibre,Andina,Boyaca,Raquira,Envia+4,Industrial,Drones,3,0.4,125964,-14695.8
Nineteen,1/02/2019,MercadoLibre,Andina,Boyaca,Raquira,Envia+4,Industrial,Laser Cut,9,0.7,2376000,-190080
Nineteen,1/02/2019,MercadoLibre,Andina,Boyaca,Raquira,Envia+4,Industrial,Printers,2,0.2,179168,8958.4
Nineteen,1/02/2019,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Servientrega+3,Trade Equipment,Merchandise Labeling,2,0,171040,44470.4
Nineteen,1/02/2019,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Servientrega+3,Trade Equipment,Strip Printer,3,0,19680,5313.6
Nineteen,1/02/2019,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Servientrega+3,Trade Equipment,Thermal paper,3,0,40080,19238.4
Nineteen,3/02/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Home appliances,Washing machines,3,0,1575060,330762.6
Nineteen,3/02/2019,MercadoLibre,Pacifica,Narino,Pasto,Envia+4,Trade Equipment,Strip Printer,1,0,20320,5283.2
Nineteen,3/02/2019,MercadoLibre,Pacifica,Narino,Pasto,Envia+4,Trade Equipment,Weigh Scales,6,0,203760,101880
Nineteen,4/02/2019,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Trade Equipment,Payment Machines,2,0.8,64384,-16096
Nineteen,4/02/2019,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Industrial,Printers,7,0.2,100240,-626.5
Nineteen,4/02/2019,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Industrial,Printers,3,0.2,95952,3598.2
Nineteen,4/02/2019,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia+4,Trade Equipment,Shelving,4,0.7,26184,-10037.2
Nineteen,4/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Laser Cut,3,0.2,143952,48583.8
Nineteen,4/02/2019,MercadoLibre,Orinoquia,Arauca,Saravena,Envia+4,Industrial,Drones,5,0.2,175600,65850
Nineteen,5/02/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Dust Extractors,3,0.2,17712,5977.8
Nineteen,5/02/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Industrial,Drones,3,0.2,316752,27715.8
Nineteen,7/02/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Servientrega-2,Trade Equipment,Payment Machines,4,0.8,65568,-17047.68
Nineteen,7/02/2019,MercadoLibre,Caribe,Atlantico,Campo de la Cruz,Envia+4,Home appliances,Refrigerators,2,0.3,816844,-5834.6
Nineteen,7/02/2019,MercadoLibre,Caribe,Atlantico,Campo de la Cruz,Envia+4,Home appliances,Refrigerators,6,0.3,764232,-18559.92
Nineteen,7/02/2019,MercadoLibre,Caribe,Atlantico,Campo de la Cruz,Envia+4,Trade Equipment,Merchandise Labeling,5,0.2,137200,12005
Nineteen,7/02/2019,MercadoLibre,Caribe,Atlantico,Campo de la Cruz,Envia+4,Trade Equipment,Merchandise Labeling,3,0.2,871008,97988.4
Nineteen,7/02/2019,MercadoLibre,Caribe,Atlantico,Campo de la Cruz,Envia+4,Trade Equipment,Thermal paper,2,0.2,22336,7538.4
Nineteen,7/02/2019,MercadoLibre,Caribe,Bolivar,Rio Viejo,Envia+4,Trade Equipment,Thermal paper,3,0.2,23904,8067.6
Nineteen,7/02/2019,MercadoLibre,Caribe,Bolivar,Rio Viejo,Envia+4,Trade Equipment,Thermal paper,3,0.2,31104,11275.2
Nineteen,7/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Thermal paper,3,0,38880,18662.4
Nineteen,7/02/2019,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia-3,Industrial,Drones,1,0.2,148480,16704
Nineteen,7/02/2019,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia-3,Home appliances,Spare Parts,10,0.2,319680,91908
Nineteen,7/02/2019,MercadoLibre,Caribe,Cordoba,Monteria,Envia+4,Trade Equipment,Shelving,5,0,249500,114770
Nineteen,7/02/2019,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia-3,Trade Equipment,Thermal paper,2,0.2,18784,6574.4
Nineteen,8/02/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Shelving,5,0.8,32540,-25218.5
Nineteen,8/02/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Laser Cut,2,0.2,1116800,83760
Nineteen,8/02/2019,MercadoLibre,Andina,Risaralda,Pereira,Servientrega+3,Industrial,Drones,3,0,257700,7731
Nineteen,8/02/2019,MercadoLibre,Andina,Risaralda,Pereira,Servientrega+3,Trade Equipment,Thermal paper,2,0,16800,8232
Nineteen,8/02/2019,MercadoLibre,Andina,Risaralda,Pereira,Servientrega+3,Industrial,Printers,2,0,399960,167983.2
Nineteen,8/02/2019,MercadoLibre,Andina,Risaralda,Pereira,Servientrega+3,Home appliances,Refrigerators,1,0,221960,31074.4
Nineteen,8/02/2019,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Home appliances,Washing machines,4,0.5,555000,-37740
Nineteen,10/02/2019,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Shelving,5,0.8,12460,-9656.5
Nineteen,10/02/2019,MercadoLibre,Pacifica,Choco,Atrato,Envia+4,Trade Equipment,Thermal paper,5,0,189700,91056
Nineteen,10/02/2019,MercadoLibre,Pacifica,Choco,Atrato,Envia+4,Trade Equipment,Weigh Scales,4,0,102240,46008
Nineteen,10/02/2019,MercadoLibre,Pacifica,Choco,Atrato,Envia+4,Industrial,Printers,1,0,180000,64800
Nineteen,10/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Merchandise Labeling,14,0,540680,151390.4
Nineteen,10/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Shelving,2,0.2,67136,23497.6
Nineteen,10/02/2019,MercadoLibre,Caribe,Sucre,Ovejas,Envia+4,Trade Equipment,Shelving,4,0.7,76176,-27931.2
Nineteen,10/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Shelving,7,0.2,76272,26695.2
Nineteen,10/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Industrial,Drones,5,0.2,1007920,100792
Nineteen,10/02/2019,MercadoLibre,Andina,Boyaca,Duitama,Envia+4,Trade Equipment,Shelving,5,0.7,116340,-46536
Nineteen,10/02/2019,MercadoLibre,Andina,Cundinamarca,Facatativa,Servientrega+3,Trade Equipment,Thermal paper,3,0,38880,18662.4
Nineteen,10/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Shelving,3,0.2,151584,51159.6
Nineteen,10/02/2019,MercadoLibre,Amazonia,Caqueta,Valparaiso,Envia+4,Trade Equipment,Furnitures,2,0.2,21888,1915.2
Nineteen,10/02/2019,MercadoLibre,Andina,Quindio,Filandia,Envia-3,Home appliances,Spare Parts,1,0.2,22064,6067.6
Nineteen,10/02/2019,MercadoLibre,Andina,Quindio,Filandia,Envia-3,Industrial,Printers,3,0.2,106080,-4641
Nineteen,11/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Washing machines,5,0.2,2077680,103884
Nineteen,11/02/2019,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Industrial,Printers,9,0,895860,98544.6
Nineteen,11/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,2,0.1,219528,17074.4
Nineteen,11/02/2019,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Home appliances,Spare Parts,6,0,193920,67872
Nineteen,11/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Shelving,3,0.2,145920,47424
Nineteen,11/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Shelving,3,0.2,146688,55008
Nineteen,11/02/2019,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Home appliances,Air-conditioning,3,0.15,1024998,-30147
Nineteen,11/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Home appliances,Refrigerators,11,0.1,5242644,1106780.4
Nineteen,11/02/2019,MercadoLibre,Amazonia,Guaviare,El Retorno,Envia+4,Trade Equipment,Shelving,7,0,426160,204556.8
Nineteen,11/02/2019,MercadoLibre,Orinoquia,Meta,Granada,Envia+4,Industrial,Drones,2,0.2,689408,77558.4
Nineteen,11/02/2019,MercadoLibre,Andina,Tolima,Coello,Envia-3,Trade Equipment,Payment Machines,4,0,395440,110723.2
Nineteen,14/02/2019,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Trade Equipment,Shelving,5,0,28800,14112
Nineteen,14/02/2019,MercadoLibre,Andina,Boyaca,Puerto Boyaca,Envia+4,Industrial,Drones,3,0.4,647964,-16199.1
Nineteen,14/02/2019,MercadoLibre,Andina,Boyaca,Duitama,Envia-3,Trade Equipment,Shelving,3,0.7,28854,-10579.8
Nineteen,14/02/2019,MercadoLibre,Andina,Boyaca,Puerto Boyaca,Envia+4,Trade Equipment,Strip Printer,3,0.2,28704,1794
Nineteen,14/02/2019,MercadoLibre,Andina,Boyaca,Puerto Boyaca,Envia+4,Industrial,Printers,3,0.2,143952,1799.4
Nineteen,14/02/2019,MercadoLibre,Andina,Antioquia,Santa Barbara,Servientrega+3,Trade Equipment,Shelving,2,0.2,109792,37054.8
Nineteen,14/02/2019,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,1,0,1251980,375594
Nineteen,15/02/2019,MercadoLibre,Amazonia,Vaupes,Yavarate,Envia+4,Industrial,Drones,3,0,269940,129571.2
Nineteen,15/02/2019,MercadoLibre,Amazonia,Vaupes,Yavarate,Envia+4,Industrial,Drones,2,0,1399960,391988.8
Nineteen,15/02/2019,MercadoLibre,Amazonia,Vaupes,Yavarate,Envia+4,Industrial,Printers,5,0,279900,53181
Nineteen,15/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Thermal paper,2,0,26720,12825.6
Nineteen,15/02/2019,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Shelving,2,0.7,13776,-5051.2
Nineteen,15/02/2019,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Trade Equipment,Shelving,3,0.8,13776,-11020.8
Nineteen,15/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Payment Machines,6,0,1082880,314035.2
Nineteen,15/02/2019,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Thermal paper,3,0,38880,18662.4
